locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEKMDCAF_03827	CDS	471				hypothetical protein
EEKMDCAF_03828	CDS	288	acpXL		COG0236	Acyl carrier protein AcpXL
EEKMDCAF_03829	CDS	300				hypothetical protein
EEKMDCAF_03830	CDS	627				hypothetical protein
EEKMDCAF_03831	CDS	156				hypothetical protein
EEKMDCAF_03832	CDS	144				hypothetical protein
EEKMDCAF_03833	CDS	204				hypothetical protein
EEKMDCAF_03834	CDS	849				hypothetical protein
EEKMDCAF_03835	CDS	144				hypothetical protein
EEKMDCAF_03836	CDS	168				hypothetical protein
EEKMDCAF_03837	CDS	2553		7.2.2.10		Calcium-transporting ATPase 1
EEKMDCAF_03838	CDS	504	sapB		COG1285	Protein SapB
EEKMDCAF_03839	CDS	582				hypothetical protein
EEKMDCAF_03840	CDS	1740				hypothetical protein
EEKMDCAF_03841	CDS	969	bphC_2	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
EEKMDCAF_03842	CDS	3525	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
EEKMDCAF_03843	CDS	483	nicA_1	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
EEKMDCAF_03844	CDS	1458	Hnr	1.3.7.1		6-hydroxynicotinate reductase
EEKMDCAF_03845	CDS	900				hypothetical protein
EEKMDCAF_03846	CDS	585				hypothetical protein
EEKMDCAF_03847	CDS	1203	braC_6		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
EEKMDCAF_03848	CDS	1890				hypothetical protein
EEKMDCAF_03849	CDS	792	cysA_3	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
EEKMDCAF_03850	CDS	705	livF_13		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EEKMDCAF_03851	CDS	456	nicR_3		COG1846	HTH-type transcriptional repressor NicR
EEKMDCAF_03852	CDS	1197	Ena	3.5.2.18		Enamidase
EEKMDCAF_03853	CDS	774	fpr_3	1.18.1.2	COG1018	Ferredoxin--NADP reductase
EEKMDCAF_03854	CDS	327				hypothetical protein
EEKMDCAF_03855	CDS	1257	vdh_3	1.14.15.15		Vitamin D(3) 25-hydroxylase
EEKMDCAF_03856	CDS	234				hypothetical protein
EEKMDCAF_03857	CDS	1182				hypothetical protein
EEKMDCAF_03858	CDS	924				hypothetical protein
EEKMDCAF_03859	CDS	804				hypothetical protein
EEKMDCAF_03860	CDS	978				hypothetical protein
EEKMDCAF_03861	CDS	705				hypothetical protein
EEKMDCAF_03862	CDS	885	pmdD_3	3.1.1.57	COG3618	2-pyrone-4,6-dicarbaxylate hydrolase
EEKMDCAF_03863	CDS	1302	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
EEKMDCAF_03864	CDS	714	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
EEKMDCAF_03865	CDS	684	proA_2	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
EEKMDCAF_03866	CDS	870				hypothetical protein
EEKMDCAF_03867	CDS	921				hypothetical protein
EEKMDCAF_03868	CDS	240				hypothetical protein
EEKMDCAF_03869	CDS	1206	atzC_1	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
EEKMDCAF_03870	CDS	1242	codA	3.5.4.1	COG0402	Cytosine deaminase
EEKMDCAF_03871	CDS	420				hypothetical protein
EEKMDCAF_03872	CDS	909	gltI_3		COG0834	Glutamate/aspartate import solute-binding protein
EEKMDCAF_03873	CDS	1227	tetA_1			Tetracycline resistance protein, class B
EEKMDCAF_03874	CDS	504	slyA_3		COG1846	Transcriptional regulator SlyA
EEKMDCAF_03875	CDS	2049	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
EEKMDCAF_03876	CDS	207	aaeX			Protein AaeX
EEKMDCAF_03877	CDS	867	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
EEKMDCAF_03878	CDS	108				hypothetical protein
EEKMDCAF_03879	CDS	1212	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
EEKMDCAF_03880	CDS	1626	dmdB_2	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
EEKMDCAF_03881	CDS	1860	ptlE	1.14.13.171	COG2072	Neopentalenolactone D synthase
EEKMDCAF_03882	CDS	804	aroE_5	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EEKMDCAF_03883	CDS	813				hypothetical protein
EEKMDCAF_03884	CDS	222				hypothetical protein
EEKMDCAF_03885	CDS	423				hypothetical protein
EEKMDCAF_03886	CDS	93				hypothetical protein
EEKMDCAF_03887	CDS	447				hypothetical protein
EEKMDCAF_03888	CDS	513				hypothetical protein
EEKMDCAF_03889	CDS	1155				hypothetical protein
EEKMDCAF_03890	CDS	975	rhaS_4			HTH-type transcriptional activator RhaS
EEKMDCAF_03891	CDS	249				hypothetical protein
EEKMDCAF_03892	CDS	417				hypothetical protein
EEKMDCAF_03893	CDS	255				hypothetical protein
EEKMDCAF_03894	CDS	426				hypothetical protein
EEKMDCAF_03895	CDS	1119				hypothetical protein
EEKMDCAF_03896	CDS	258				hypothetical protein
EEKMDCAF_03897	CDS	234				hypothetical protein
EEKMDCAF_03898	CDS	729				hypothetical protein
EEKMDCAF_03899	CDS	3189	oqxB17			multidrug efflux RND transporter permease subunit OqxB17
EEKMDCAF_03900	CDS	1245	acrA_2			Multidrug efflux pump subunit AcrA
EEKMDCAF_03901	CDS	606	comR_2			HTH-type transcriptional repressor ComR
EEKMDCAF_03902	CDS	1485	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EEKMDCAF_03903	CDS	1368	ydjE_2			Inner membrane metabolite transport protein YdjE
EEKMDCAF_03904	CDS	1530	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
EEKMDCAF_03905	CDS	654	rspR_3		COG1802	HTH-type transcriptional repressor RspR
EEKMDCAF_03906	CDS	774	bphD	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
EEKMDCAF_03907	CDS	1218	mdtL			Multidrug resistance protein MdtL
EEKMDCAF_03908	CDS	1398	guaD	3.5.4.3	COG0402	Guanine deaminase
EEKMDCAF_03909	CDS	984				hypothetical protein
EEKMDCAF_03910	CDS	906	rnz	3.1.26.11	COG1234	Ribonuclease Z
EEKMDCAF_03911	CDS	834	kdgR		COG1414	Transcriptional regulator KdgR
EEKMDCAF_03912	CDS	924	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EEKMDCAF_03913	CDS	1446		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
EEKMDCAF_03914	CDS	1107	dtnK	2.7.1.219		D-threonate kinase
EEKMDCAF_03915	CDS	1038	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
EEKMDCAF_03916	CDS	1188	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
EEKMDCAF_03917	CDS	972				hypothetical protein
EEKMDCAF_03918	CDS	675				hypothetical protein
EEKMDCAF_03919	CDS	1074				hypothetical protein
EEKMDCAF_03920	tRNA	74				tRNA-Gln(ctg)
EEKMDCAF_03921	CDS	282				hypothetical protein
EEKMDCAF_03922	CDS	1635				hypothetical protein
EEKMDCAF_03923	CDS	312				hypothetical protein
EEKMDCAF_03924	CDS	828				IS3 family transposase ISBj3
EEKMDCAF_03925	CDS	117				hypothetical protein
EEKMDCAF_03926	CDS	630				IS3 family transposase ISBj3
EEKMDCAF_03927	CDS	363	ybaA_1		COG5507	putative protein YbaA
EEKMDCAF_03928	CDS	126				hypothetical protein
EEKMDCAF_03929	CDS	687				hypothetical protein
EEKMDCAF_03930	CDS	2289				hypothetical protein
EEKMDCAF_03931	CDS	558				hypothetical protein
EEKMDCAF_03932	CDS	3147	mdtB_2		COG0841	Multidrug resistance protein MdtB
EEKMDCAF_03933	CDS	1173	mdtA_6			Multidrug resistance protein MdtA
EEKMDCAF_03934	CDS	240				hypothetical protein
EEKMDCAF_03935	CDS	2553	bfrD		COG4774	putative TonB-dependent receptor BfrD
EEKMDCAF_03936	CDS	690		1.14.11.-	COG3128	PKHD-type hydroxylase
EEKMDCAF_03937	CDS	981	tolQ_1			Tol-Pal system protein TolQ
EEKMDCAF_03938	CDS	465	exbD_1		COG0848	Biopolymer transport protein ExbD
EEKMDCAF_03939	CDS	828				hypothetical protein
EEKMDCAF_03940	CDS	441				hypothetical protein
EEKMDCAF_03941	CDS	681				hypothetical protein
EEKMDCAF_03942	CDS	393				hypothetical protein
EEKMDCAF_03943	CDS	1173	dap_1	3.4.11.19		D-aminopeptidase
EEKMDCAF_03944	CDS	747	LRA5_2	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
EEKMDCAF_03945	CDS	732		1.1.1.-		2-keto-3-deoxy-L-fuconate dehydrogenase
EEKMDCAF_03946	CDS	1830	araC_2	4.2.1.25		L-arabonate dehydratase
EEKMDCAF_03947	CDS	1101	gntR_2			HTH-type transcriptional regulator GntR
EEKMDCAF_03948	CDS	1068	ugpC_4	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
EEKMDCAF_03949	CDS	1320				hypothetical protein
EEKMDCAF_03950	CDS	957	lacF			Lactose transport system permease protein LacF
EEKMDCAF_03951	CDS	924	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
EEKMDCAF_03952	CDS	987	denD_1	1.1.1.410	COG0451	D-erythronate dehydrogenase
EEKMDCAF_03953	CDS	993	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
EEKMDCAF_03954	CDS	651	eda		COG0800	KHG/KDPG aldolase
EEKMDCAF_03955	CDS	1170	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
EEKMDCAF_03956	CDS	207				hypothetical protein
EEKMDCAF_03957	CDS	1200	frc_4	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
EEKMDCAF_03958	CDS	570				hypothetical protein
EEKMDCAF_03959	CDS	360				hypothetical protein
EEKMDCAF_03960	CDS	102				hypothetical protein
EEKMDCAF_03961	CDS	747	nanR_1			HTH-type transcriptional repressor NanR
EEKMDCAF_03962	CDS	1392	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
EEKMDCAF_03963	CDS	1605	gsiB_4		COG0747	Glutathione-binding protein GsiB
EEKMDCAF_03964	CDS	2232	dmfA2_2	3.5.1.56		N,N-dimethylformamidase beta subunit
EEKMDCAF_03965	CDS	528				hypothetical protein
EEKMDCAF_03966	CDS	303				hypothetical protein
EEKMDCAF_03967	CDS	1842	glsA_1	3.5.1.2		Glutaminase
EEKMDCAF_03968	CDS	2076				hypothetical protein
EEKMDCAF_03969	CDS	1167				hypothetical protein
EEKMDCAF_03970	CDS	222				hypothetical protein
EEKMDCAF_03971	CDS	975				hypothetical protein
EEKMDCAF_03972	CDS	1503	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
EEKMDCAF_03973	CDS	1410				hypothetical protein
EEKMDCAF_03974	CDS	558				hypothetical protein
EEKMDCAF_03975	CDS	660				hypothetical protein
EEKMDCAF_03976	CDS	732				hypothetical protein
EEKMDCAF_03977	CDS	600	adc_2	4.1.1.4		acetoacetate decarboxylase
EEKMDCAF_03978	CDS	1038	zntB		COG0598	Zinc transport protein ZntB
EEKMDCAF_03979	CDS	1368	oprB_2		COG3659	Porin B
EEKMDCAF_03980	CDS	1296				L-lactate transporter
EEKMDCAF_03981	CDS	1197	phaA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EEKMDCAF_03982	CDS	771	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
EEKMDCAF_03983	CDS	534				hypothetical protein
EEKMDCAF_03984	CDS	621				hypothetical protein
EEKMDCAF_03985	CDS	909	gltR_3		COG0583	HTH-type transcriptional regulator GltR
EEKMDCAF_03986	CDS	1497	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
EEKMDCAF_03987	CDS	1146	acdA_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EEKMDCAF_03988	CDS	1068	caiD_3	4.2.1.149		Carnitinyl-CoA dehydratase
EEKMDCAF_03989	CDS	888	mmsB_2	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
EEKMDCAF_03990	CDS	1719	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EEKMDCAF_03991	CDS	480		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
EEKMDCAF_03992	CDS	918		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
EEKMDCAF_03993	CDS	1233	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
EEKMDCAF_03994	CDS	1218	sotB_1			sugar efflux transporter
EEKMDCAF_03995	CDS	903	cmpR_3			HTH-type transcriptional activator CmpR
EEKMDCAF_03996	CDS	1080		4.1.2.42		D-threonine aldolase
EEKMDCAF_03997	CDS	1812	uup_1		COG0488	ABC transporter ATP-binding protein uup
EEKMDCAF_03998	CDS	504				hypothetical protein
EEKMDCAF_03999	CDS	801				hypothetical protein
EEKMDCAF_04000	CDS	2373	cutL_2	1.2.5.3		Carbon monoxide dehydrogenase large chain
EEKMDCAF_04001	CDS	1014	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
EEKMDCAF_04002	CDS	687	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
EEKMDCAF_04003	CDS	1491	hsrA			putative transport protein HsrA
EEKMDCAF_04004	CDS	1494	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EEKMDCAF_04005	CDS	1023	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
EEKMDCAF_04006	CDS	309				hypothetical protein
EEKMDCAF_04007	CDS	1065	degA_2		COG1609	HTH-type transcriptional regulator DegA
EEKMDCAF_04008	CDS	1029	doeB	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
EEKMDCAF_04009	CDS	345	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EEKMDCAF_04010	CDS	798	fliY_2		COG0834	L-cystine-binding protein FliY
EEKMDCAF_04011	CDS	729	glnQ_3			Glutamine transport ATP-binding protein GlnQ
EEKMDCAF_04012	CDS	651	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
EEKMDCAF_04013	CDS	660	yecS_3		COG0765	L-cystine transport system permease protein YecS
EEKMDCAF_04014	CDS	1296				hypothetical protein
EEKMDCAF_04015	CDS	843	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EEKMDCAF_04016	CDS	636				hypothetical protein
EEKMDCAF_04017	CDS	423				hypothetical protein
EEKMDCAF_04018	CDS	1302	rsmB_2	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
EEKMDCAF_04019	CDS	210	cspA_6		COG1278	Cold shock protein CspA
EEKMDCAF_04020	CDS	333				hypothetical protein
EEKMDCAF_04021	CDS	372				hypothetical protein
EEKMDCAF_04022	CDS	1650	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
EEKMDCAF_04023	CDS	594				hypothetical protein
EEKMDCAF_04024	CDS	735	gdhI	1.1.1.47	COG1028	Glucose 1-dehydrogenase 1
EEKMDCAF_04025	CDS	897	hdfR_4			HTH-type transcriptional regulator HdfR
EEKMDCAF_04026	CDS	684				hypothetical protein
EEKMDCAF_04027	CDS	462				hypothetical protein
EEKMDCAF_04028	CDS	381				hypothetical protein
EEKMDCAF_04029	CDS	297				hypothetical protein
EEKMDCAF_04030	CDS	2271				hypothetical protein
EEKMDCAF_04031	CDS	1392	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
EEKMDCAF_04032	CDS	285				hypothetical protein
EEKMDCAF_04033	CDS	978	nylB	3.5.1.46		6-aminohexanoate-dimer hydrolase
EEKMDCAF_04034	CDS	882	rhaS_5			HTH-type transcriptional activator RhaS
EEKMDCAF_04035	CDS	1551	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
EEKMDCAF_04036	CDS	792	nimR_1			HTH-type transcriptional regulator NimR
EEKMDCAF_04037	CDS	663				hypothetical protein
EEKMDCAF_04038	CDS	363				hypothetical protein
EEKMDCAF_04039	CDS	498	def1	3.5.1.88		Peptide deformylase 1
EEKMDCAF_04040	CDS	585				hypothetical protein
EEKMDCAF_04041	CDS	588				hypothetical protein
EEKMDCAF_04042	CDS	462				hypothetical protein
EEKMDCAF_04043	CDS	1221				L-lactate transporter
EEKMDCAF_04044	CDS	873				hypothetical protein
EEKMDCAF_04045	CDS	414				hypothetical protein
EEKMDCAF_04046	CDS	402	ohrB_4		COG1764	Organic hydroperoxide resistance protein OhrB
EEKMDCAF_04047	CDS	471	ohrR_2			Organic hydroperoxide resistance transcriptional regulator
EEKMDCAF_04048	CDS	156				hypothetical protein
EEKMDCAF_04049	CDS	354				hypothetical protein
EEKMDCAF_04050	CDS	1044	ltaA_1	4.1.2.49		L-allo-threonine aldolase
EEKMDCAF_04051	CDS	1251	dctA_3		COG1301	C4-dicarboxylate transport protein
EEKMDCAF_04052	CDS	684	rspR_4		COG1802	HTH-type transcriptional repressor RspR
EEKMDCAF_04053	CDS	234				hypothetical protein
EEKMDCAF_04054	CDS	741	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EEKMDCAF_04055	CDS	876	dmlR_9			HTH-type transcriptional regulator DmlR
EEKMDCAF_04056	CDS	591				hypothetical protein
EEKMDCAF_04057	CDS	1665	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
EEKMDCAF_04058	CDS	348				hypothetical protein
EEKMDCAF_04059	CDS	693				hypothetical protein
EEKMDCAF_04060	CDS	1185			COG1680	putative protein
EEKMDCAF_04061	CDS	210				hypothetical protein
EEKMDCAF_04062	CDS	522	sigV		COG1595	RNA polymerase sigma factor SigV
EEKMDCAF_04063	CDS	348				hypothetical protein
EEKMDCAF_04064	CDS	666				hypothetical protein
EEKMDCAF_04065	CDS	144				hypothetical protein
EEKMDCAF_04066	CDS	705	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
EEKMDCAF_04067	CDS	783				hypothetical protein
EEKMDCAF_04068	CDS	633	betI_1			HTH-type transcriptional regulator BetI
EEKMDCAF_04069	CDS	372	csaA		COG0073	putative chaperone CsaA
EEKMDCAF_04070	CDS	354	yffB		COG1393	Protein YffB
EEKMDCAF_04071	CDS	795				hypothetical protein
EEKMDCAF_04072	CDS	756	lptB_8	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EEKMDCAF_04073	CDS	747	livF_14		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EEKMDCAF_04074	CDS	1224				hypothetical protein
EEKMDCAF_04075	CDS	870	livH_12		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EEKMDCAF_04076	CDS	969				hypothetical protein
EEKMDCAF_04077	CDS	645				hypothetical protein
EEKMDCAF_04078	CDS	1008				hypothetical protein
EEKMDCAF_04079	CDS	315	gdx_1			Guanidinium exporter
EEKMDCAF_04080	CDS	1623	prfC		COG4108	Peptide chain release factor RF3
EEKMDCAF_04081	CDS	579				hypothetical protein
EEKMDCAF_04082	CDS	585				hypothetical protein
EEKMDCAF_04083	CDS	822	panB_2	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
EEKMDCAF_04084	CDS	1593		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
EEKMDCAF_04085	CDS	654				hypothetical protein
EEKMDCAF_04086	CDS	552				hypothetical protein
EEKMDCAF_04087	CDS	1383	der		COG1160	GTPase Der
EEKMDCAF_04088	CDS	1044				hypothetical protein
EEKMDCAF_04089	CDS	312				hypothetical protein
EEKMDCAF_04090	CDS	1257	tetA_2			Tetracycline resistance protein, class C
EEKMDCAF_04091	CDS	591				hypothetical protein
EEKMDCAF_04092	CDS	2490				hypothetical protein
EEKMDCAF_04093	CDS	1224				hypothetical protein
EEKMDCAF_04094	CDS	1149				hypothetical protein
EEKMDCAF_04095	CDS	741	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
EEKMDCAF_04096	CDS	1524	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
EEKMDCAF_04097	CDS	630				hypothetical protein
EEKMDCAF_04098	CDS	1446	radA	3.6.4.-	COG1066	DNA repair protein RadA
EEKMDCAF_04099	CDS	1158				hypothetical protein
EEKMDCAF_04100	CDS	2070				hypothetical protein
EEKMDCAF_04101	CDS	726				hypothetical protein
EEKMDCAF_04102	CDS	318				hypothetical protein
EEKMDCAF_04103	CDS	369				hypothetical protein
EEKMDCAF_04104	CDS	819				hypothetical protein
EEKMDCAF_04105	CDS	771	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
EEKMDCAF_04106	CDS	219				hypothetical protein
EEKMDCAF_04107	CDS	1272	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
EEKMDCAF_04108	CDS	1512	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
EEKMDCAF_04109	CDS	120				hypothetical protein
EEKMDCAF_04110	CDS	207				hypothetical protein
EEKMDCAF_04111	CDS	1251	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
EEKMDCAF_04112	CDS	978				hypothetical protein
EEKMDCAF_04113	CDS	597				hypothetical protein
EEKMDCAF_04114	CDS	468				hypothetical protein
EEKMDCAF_04115	CDS	606	rplI		COG0359	50S ribosomal protein L9
EEKMDCAF_04116	CDS	975				hypothetical protein
EEKMDCAF_04117	CDS	240	rpsR		COG0238	30S ribosomal protein S18
EEKMDCAF_04118	CDS	501	rpsF		COG0360	30S ribosomal protein S6
EEKMDCAF_04119	CDS	708				hypothetical protein
EEKMDCAF_04120	CDS	1026				hypothetical protein
EEKMDCAF_04121	CDS	960	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
EEKMDCAF_04122	CDS	738	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EEKMDCAF_04123	CDS	240	acpP		COG0236	Acyl carrier protein AcpP
EEKMDCAF_04124	CDS	1266	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EEKMDCAF_04125	CDS	1278	mltG	4.2.2.-		Endolytic murein transglycosylase
EEKMDCAF_04126	CDS	888				hypothetical protein
EEKMDCAF_04127	CDS	660	gmk	2.7.4.8	COG0194	Guanylate kinase
EEKMDCAF_04128	CDS	1179				hypothetical protein
EEKMDCAF_04129	CDS	498				hypothetical protein
EEKMDCAF_04130	CDS	1347				hypothetical protein
EEKMDCAF_04131	CDS	663				hypothetical protein
EEKMDCAF_04132	CDS	519				hypothetical protein
EEKMDCAF_04133	CDS	840				hypothetical protein
EEKMDCAF_04134	CDS	459				hypothetical protein
EEKMDCAF_04135	CDS	261				hypothetical protein
EEKMDCAF_04136	CDS	264				hypothetical protein
EEKMDCAF_04137	CDS	354				hypothetical protein
EEKMDCAF_04138	CDS	351				hypothetical protein
EEKMDCAF_04139	CDS	192				hypothetical protein
EEKMDCAF_04140	CDS	231				hypothetical protein
EEKMDCAF_04141	CDS	1059	adhT_2	1.1.1.1		Alcohol dehydrogenase
EEKMDCAF_04142	CDS	855	rsmA_2	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
EEKMDCAF_04143	CDS	1038	pdxA2_2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
EEKMDCAF_04144	CDS	927	surA	5.2.1.8		Chaperone SurA
EEKMDCAF_04145	CDS	2487	lptD_2		COG1452	LPS-assembly protein LptD
EEKMDCAF_04146	CDS	1098	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
EEKMDCAF_04147	CDS	1170				hypothetical protein
EEKMDCAF_04148	CDS	1500	pepA_2	3.4.11.1	COG0260	Cytosol aminopeptidase
EEKMDCAF_04149	CDS	453				hypothetical protein
EEKMDCAF_04150	CDS	531				hypothetical protein
EEKMDCAF_04151	CDS	1113	cusB			Cation efflux system protein CusB
EEKMDCAF_04152	CDS	3075	czcA_4			Cobalt-zinc-cadmium resistance protein CzcA
EEKMDCAF_04153	CDS	312				hypothetical protein
EEKMDCAF_04154	CDS	303	yjcH		COG3162	Inner membrane protein YjcH
EEKMDCAF_04155	CDS	1692	actP		COG4147	Cation/acetate symporter ActP
EEKMDCAF_04156	CDS	1803				hypothetical protein
EEKMDCAF_04157	CDS	672	dinG_2	3.1.-.-		3'-5' exonuclease DinG
EEKMDCAF_04158	CDS	1863	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
EEKMDCAF_04159	CDS	180				hypothetical protein
EEKMDCAF_04160	CDS	252				hypothetical protein
EEKMDCAF_04161	CDS	423	ndk	2.7.4.6		Nucleoside diphosphate kinase
EEKMDCAF_04162	CDS	861				hypothetical protein
EEKMDCAF_04163	CDS	1503	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
EEKMDCAF_04164	CDS	2205	ppk	2.7.4.1	COG0855	Polyphosphate kinase
EEKMDCAF_04165	CDS	678				hypothetical protein
EEKMDCAF_04166	CDS	543	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EEKMDCAF_04167	CDS	1074	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
EEKMDCAF_04168	CDS	654	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
EEKMDCAF_04169	CDS	207	cspA_7		COG1278	Cold shock protein CspA
EEKMDCAF_04170	CDS	1164				hypothetical protein
EEKMDCAF_04171	CDS	1041				hypothetical protein
EEKMDCAF_04172	CDS	612				hypothetical protein
EEKMDCAF_04173	CDS	621				hypothetical protein
EEKMDCAF_04174	CDS	564				hypothetical protein
EEKMDCAF_04175	CDS	1383	spuC_3	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
EEKMDCAF_04176	CDS	1149	rnd_2	3.1.13.5	COG0349	Ribonuclease D
EEKMDCAF_04177	CDS	900	dmlR_10			HTH-type transcriptional regulator DmlR
EEKMDCAF_04178	CDS	990	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
EEKMDCAF_04179	CDS	1335	ugpB_3		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
